1.0,1.0,Slow,1556583986792
27.0,28.0,Fast,1556583988896
23.0,51.0,Fast,1556583990953
18.0,69.0,On_pace,1556583993160
17.0,86.0,On_pace,1556583995202
23.0,109.0,Fast,1556583997309
18.0,127.0,On_pace,1556583999335
24.0,151.0,Fast,1556584001392
20.0,171.0,On_pace,1556584003450
26.0,197.0,Fast,1556584005475
18.0,215.0,On_pace,1556584007582
20.0,235.0,On_pace,1556584009640
26.0,261.0,Fast,1556584011731
15.0,276.0,On_pace,1556584015796
23.0,299.0,Fast,1556584017904
19.0,318.0,On_pace,1556584019978
16.0,334.0,On_pace,1556584022101
22.0,356.0,On_pace,1556584025525
20.0,376.0,On_pace,1556584027567
14.0,390.0,On_pace,1556584029607
17.0,407.0,On_pace,1556584031715
22.0,429.0,On_pace,1556584033887
21.0,450.0,On_pace,1556584035929
21.0,471.0,On_pace,1556584037968
23.0,494.0,Fast,1556584040010
12.0,506.0,On_pace,1556584042051
22.0,528.0,On_pace,1556584044093
