1.0,1.0,Slow,1556570075163
40.0,41.0,Fast,1556570077217
18.0,59.0,On_pace,1556570079304
18.0,77.0,On_pace,1556570081690
16.0,93.0,On_pace,1556570083861
14.0,107.0,On_pace,1556570086048
21.0,128.0,On_pace,1556570088090
15.0,143.0,On_pace,1556570090129
17.0,160.0,On_pace,1556570092579
12.0,172.0,On_pace,1556570095574
8.0,180.0,On_pace,1556570097695
18.0,198.0,On_pace,1556570099769
22.0,220.0,On_pace,1556570101873
15.0,235.0,On_pace,1556570104522
19.0,254.0,On_pace,1556570106644
20.0,274.0,On_pace,1556570108750
14.0,288.0,On_pace,1556570110872
22.0,310.0,On_pace,1556570115446
18.0,328.0,On_pace,1556570117500
22.0,350.0,On_pace,1556570119670
21.0,371.0,On_pace,1556570122039
17.0,388.0,On_pace,1556570125065
16.0,404.0,On_pace,1556570127074
16.0,420.0,On_pace,1556570129113
14.0,434.0,On_pace,1556570131202
26.0,460.0,Fast,1556570133258
15.0,475.0,On_pace,1556570135280
21.0,496.0,On_pace,1556570137435
