18.0,18.0,On_pace,1556913369440
23.0,41.0,Fast,1556913371473
15.0,56.0,On_pace,1556913373723
17.0,73.0,On_pace,1556913375859
12.0,85.0,On_pace,1556913377964
17.0,102.0,On_pace,1556913380245
16.0,118.0,On_pace,1556913382645
14.0,132.0,On_pace,1556913384683
17.0,149.0,On_pace,1556913386787
11.0,160.0,On_pace,1556913388821
14.0,174.0,On_pace,1556913390876
17.0,191.0,On_pace,1556913392912
16.0,207.0,On_pace,1556913394967
11.0,218.0,On_pace,1556913397019
11.0,229.0,On_pace,1556913399534
21.0,250.0,Fast,1556913401702
20.0,270.0,Fast,1556913403921
12.0,282.0,On_pace,1556913406090
13.0,295.0,On_pace,1556913408307
11.0,306.0,On_pace,1556913410362
15.0,321.0,On_pace,1556913412382
21.0,342.0,Fast,1556913414403
18.0,360.0,On_pace,1556913416539
17.0,377.0,On_pace,1556913418806
21.0,398.0,Fast,1556913420992
18.0,416.0,On_pace,1556913423078
20.0,436.0,Fast,1556913425116
11.0,447.0,On_pace,1556913427219
12.0,459.0,On_pace,1556913429452
17.0,476.0,On_pace,1556913431901
20.0,496.0,Fast,1556913434090
15.0,511.0,On_pace,1556913436287
17.0,528.0,On_pace,1556913438473
12.0,540.0,On_pace,1556913440757
15.0,555.0,On_pace,1556913442794
20.0,575.0,Fast,1556913445047
18.0,593.0,On_pace,1556913447345
16.0,609.0,On_pace,1556913449448
16.0,625.0,On_pace,1556913451781
