16.0,16.0,On_pace,1557009463652
14.0,30.0,On_pace,1557009465691
22.0,52.0,Fast,1557009467862
15.0,67.0,On_pace,1557009472205
10.0,77.0,On_pace,1557009474375
19.0,96.0,On_pace,1557009476432
10.0,106.0,On_pace,1557009480165
17.0,123.0,On_pace,1557009482582
22.0,145.0,Fast,1557009484918
10.0,155.0,On_pace,1557009486941
14.0,169.0,On_pace,1557009491282
15.0,184.0,On_pace,1557009493321
19.0,203.0,On_pace,1557009497006
15.0,218.0,On_pace,1557009499029
19.0,237.0,On_pace,1557009501200
21.0,258.0,Fast,1557009503256
18.0,276.0,On_pace,1557009507235
17.0,293.0,On_pace,1557009509637
15.0,308.0,On_pace,1557009511643
14.0,322.0,On_pace,1557009513665
17.0,339.0,On_pace,1557009518222
16.0,355.0,On_pace,1557009520575
21.0,376.0,Fast,1557009522680
17.0,393.0,On_pace,1557009526806
11.0,404.0,On_pace,1557009528977
18.0,422.0,On_pace,1557009532973
20.0,442.0,Fast,1557009535160
11.0,453.0,On_pace,1557009538433
17.0,470.0,On_pace,1557009540670
16.0,486.0,On_pace,1557009544155
19.0,505.0,On_pace,1557009546196
17.0,522.0,On_pace,1557009548284
15.0,537.0,On_pace,1557009551705
