1.0,1.0,Slow,1556570399912
44.0,45.0,Fast,1556570401922
19.0,64.0,On_pace,1556570403973
27.0,91.0,Fast,1556570406045
19.0,110.0,On_pace,1556570408051
14.0,124.0,On_pace,1556570410452
23.0,147.0,Fast,1556570412509
26.0,173.0,Fast,1556570414664
15.0,188.0,On_pace,1556570416721
20.0,208.0,On_pace,1556570418758
21.0,229.0,On_pace,1556570421012
14.0,243.0,On_pace,1556570423051
22.0,265.0,On_pace,1556570425172
14.0,279.0,On_pace,1556570427211
20.0,299.0,On_pace,1556570429219
20.0,319.0,On_pace,1556570431257
12.0,331.0,On_pace,1556570433413
16.0,347.0,On_pace,1556570435582
20.0,367.0,On_pace,1556570437590
22.0,389.0,On_pace,1556570439629
17.0,406.0,On_pace,1556570441669
22.0,428.0,On_pace,1556570443741
16.0,444.0,On_pace,1556570449168
18.0,462.0,On_pace,1556570451387
20.0,482.0,On_pace,1556570453507
24.0,506.0,Fast,1556570455515
23.0,529.0,Fast,1556570457557
20.0,549.0,On_pace,1556570459725
