1.0,1.0,Slow,1556569025170
51.0,52.0,Fast,1556569027177
14.0,66.0,On_pace,1556569029249
20.0,86.0,On_pace,1556569031487
17.0,103.0,On_pace,1556569033805
16.0,119.0,On_pace,1556569035848
21.0,140.0,On_pace,1556569038067
28.0,168.0,Fast,1556569040124
12.0,180.0,On_pace,1556569042163
20.0,200.0,On_pace,1556569044385
17.0,217.0,On_pace,1556569046574
19.0,236.0,On_pace,1556569048761
16.0,252.0,On_pace,1556569050850
14.0,266.0,On_pace,1556569053433
8.0,274.0,On_pace,1556569055489
17.0,291.0,On_pace,1556569057579
22.0,313.0,On_pace,1556569059586
12.0,325.0,On_pace,1556569063996
25.0,350.0,Fast,1556569066067
14.0,364.0,On_pace,1556569068206
21.0,385.0,On_pace,1556569070328
15.0,400.0,On_pace,1556569072384
24.0,424.0,Fast,1556569074622
16.0,440.0,On_pace,1556569076645
21.0,461.0,On_pace,1556569078652
18.0,479.0,On_pace,1556569080759
21.0,500.0,On_pace,1556569082813
26.0,526.0,Fast,1556569084823
12.0,538.0,On_pace,1556569086846
