1.0,1.0,Slow,1556570937671
50.0,51.0,Fast,1556570939811
18.0,69.0,On_pace,1556570941933
17.0,86.0,On_pace,1556570944023
18.0,104.0,On_pace,1556570946032
10.0,114.0,On_pace,1556570948039
23.0,137.0,Fast,1556570950145
28.0,165.0,Fast,1556570952350
17.0,182.0,On_pace,1556570954408
19.0,201.0,On_pace,1556570956564
17.0,218.0,On_pace,1556570958687
18.0,236.0,On_pace,1556570960808
28.0,264.0,Fast,1556570962899
11.0,275.0,On_pace,1556570964988
20.0,295.0,On_pace,1556570967081
27.0,322.0,Fast,1556570969134
14.0,336.0,On_pace,1556570971240
17.0,353.0,On_pace,1556570973365
26.0,379.0,Fast,1556570975667
22.0,401.0,On_pace,1556570977690
24.0,425.0,Fast,1556570979701
13.0,438.0,On_pace,1556570981804
30.0,468.0,Fast,1556570983878
16.0,484.0,On_pace,1556570986017
18.0,502.0,On_pace,1556570988140
18.0,520.0,On_pace,1556570990198
25.0,545.0,Fast,1556570992234
24.0,569.0,Fast,1556570994374
17.0,586.0,On_pace,1556570996480
