21.0,21.0,On_pace,1556595726000
25.0,46.0,Fast,1556595728022
17.0,63.0,On_pace,1556595730145
21.0,84.0,On_pace,1556595732235
16.0,100.0,On_pace,1556595734522
26.0,126.0,Fast,1556595736563
19.0,145.0,On_pace,1556595738571
17.0,162.0,On_pace,1556595740594
22.0,184.0,On_pace,1556595742637
23.0,207.0,Fast,1556595744758
17.0,224.0,On_pace,1556595746785
21.0,245.0,On_pace,1556595748822
19.0,264.0,On_pace,1556595750996
17.0,281.0,On_pace,1556595753035
22.0,303.0,On_pace,1556595755077
20.0,323.0,On_pace,1556595757132
22.0,345.0,On_pace,1556595759141
18.0,363.0,On_pace,1556595761264
20.0,383.0,On_pace,1556595763319
21.0,404.0,On_pace,1556595765344
23.0,427.0,Fast,1556595767351
18.0,445.0,On_pace,1556595769391
22.0,467.0,On_pace,1556595771794
21.0,488.0,On_pace,1556595773949
17.0,505.0,On_pace,1556595776040
24.0,529.0,Fast,1556595778080
22.0,551.0,On_pace,1556595780135
18.0,569.0,On_pace,1556595782210
16.0,585.0,On_pace,1556595784397
