15.0,15.0,On_pace,1556911620520
26.0,41.0,Fast,1556911622542
16.0,57.0,On_pace,1556911624696
19.0,76.0,On_pace,1556911626981
19.0,95.0,On_pace,1556911629266
16.0,111.0,On_pace,1556911631304
16.0,127.0,On_pace,1556911633342
23.0,150.0,Fast,1556911635579
21.0,171.0,Fast,1556911637617
14.0,185.0,On_pace,1556911641908
14.0,199.0,On_pace,1556911643948
21.0,220.0,Fast,1556911646101
20.0,240.0,Fast,1556911648467
15.0,255.0,On_pace,1556911650490
13.0,268.0,On_pace,1556911652614
17.0,285.0,On_pace,1556911654699
16.0,301.0,On_pace,1556911656754
14.0,315.0,On_pace,1556911658794
17.0,332.0,On_pace,1556911661012
21.0,353.0,Fast,1556911663051
20.0,373.0,Fast,1556911665517
23.0,396.0,Fast,1556911667672
16.0,412.0,On_pace,1556911669776
13.0,425.0,On_pace,1556911671814
10.0,435.0,On_pace,1556911673868
17.0,452.0,On_pace,1556911675890
19.0,471.0,On_pace,1556911678012
9.0,480.0,On_pace,1556911680099
15.0,495.0,On_pace,1556911682138
15.0,510.0,On_pace,1556911684194
22.0,532.0,Fast,1556911686248
24.0,556.0,Fast,1556911688466
9.0,565.0,On_pace,1556911690490
11.0,576.0,On_pace,1556911692560
17.0,593.0,On_pace,1556911694778
