1.0,1.0,Slow,1556569490246
40.0,41.0,Fast,1556569492332
16.0,57.0,On_pace,1556569494372
16.0,73.0,On_pace,1556569496428
14.0,87.0,On_pace,1556569498451
4.0,91.0,Slow,1556569503599
16.0,107.0,On_pace,1556569505688
15.0,122.0,On_pace,1556569508071
18.0,140.0,On_pace,1556569510160
10.0,150.0,On_pace,1556569513466
12.0,162.0,On_pace,1556569515604
24.0,186.0,Fast,1556569517659
19.0,205.0,On_pace,1556569519863
15.0,220.0,On_pace,1556569521917
7.0,227.0,On_pace,1556569524779
19.0,246.0,On_pace,1556569526802
13.0,259.0,On_pace,1556569528939
12.0,271.0,On_pace,1556569531325
18.0,289.0,On_pace,1556569534468
16.0,305.0,On_pace,1556569537179
27.0,332.0,Fast,1556569539348
12.0,344.0,On_pace,1556569543493
6.0,350.0,On_pace,1556569548196
22.0,372.0,On_pace,1556569550334
13.0,385.0,On_pace,1556569553311
15.0,400.0,On_pace,1556569555661
12.0,412.0,On_pace,1556569558410
24.0,436.0,Fast,1556569560545
8.0,444.0,On_pace,1556569562881
17.0,461.0,On_pace,1556569564903
